agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips
Klickitat County Sheriff's Office,16,Sheriff's office,WA,Klickitat,Goldendale,98620,53039
Kline Township Police Department,1,Local police department,PA,Schuylkill,Kelayres,18231,42107
Knightdale Police Department,22,Local police department,NC,Wake,Knightdale,27545,37183
Knightstown Police,4,Local police department,IN,Henry,Knightstown,46148,18065
Knob Noster Police Department,6,Local police department,MO,Johnson,Knob Noster,65336,29101
Knott County Sheriff's Office,5,Sheriff's office,KY,Knott,Hindman,41822,21119
Knox Borough Police Department,2,Local police department,PA,Clarion,Knox,16232,42031
Knox City Police Department,1,Local police department,TX,Knox,Knox City,79529,48275
Knox County Constable Pct. 2,1,Constable/marshal,TX,Knox,Knox City,79529,48275
Knox County Sheriff's Office,3,Sheriff's office,TX,Knox,Benjamin,79505,48275
Knox County Sheriff's Office,5,Sheriff's office,NE,Knox,Center,68724,31107
Knox County Sheriff's Office,52,Sheriff's office,OH,Knox,Mount Vernon,43050,39083
Knox County Sheriff's Office,7,Sheriff's office,KY,Knox,Barbourville,40906,21121
Knox County Sheriff's Office,12,Sheriff's office,IN,Knox,Vincennes,47591,18083
Knox County Sheriff's Office,17,Sheriff's office,ME,Knox,Rockland,4841,23013
Knox County Sheriff's Office,456,Sheriff's office,TN,Knox,Knoxville,37902,47093
Knox County Sheriff's Office,2,Sheriff's office,MO,Knox,Edina,63537,29103
Knox County Sheriff's Office,53,Sheriff's office,IL,Knox,Galesburg,61401,17095
Knox Police,7,Local police department,IN,Starke,Knox,46534,18149
Knoxville Metro Airport Authority Police,27,Special jurisdiction,TN,Blount,Knoxville,37901,47009
Knoxville Police Department,375,Local police department,TN,Knox,Knoxville,37927,47093
Knoxville Police Department,12,Local police department,IA,Marion,Knoxville,50138,19125
Knoxville Police Dept,5,Local police department,IL,Knox,Knoxville,61448,17095
Kodiak Police Dept.,18,Local police department,AK,Kodiak Island,Kodiak,99615,2150
Kohler Police Department,7,Local police department,WI,Sheboygan,Kohler,53044,55117
Kokomo Police,100,Local police department,IN,Howard,Kokomo,46901,18067
Konawa Police Department,4,Local police department,OK,Seminole,Konawa,74849,40133
Koochiching County Sheriff's Office,17,Sheriff's office,MN,Koochiching,International Falls,56649,27071
Kootenai County Sheriff's Office,139,Sheriff's office,ID,Kootenai,Coeur D Alene,83816,16055
Koppel Borough Police Department,2,Local police department,PA,Beaver,Koppel,16136,42007
Kosciusko County Sheriff's Office,36,Sheriff's office,IN,Kosciusko,Warsaw,46580,18085
Kosciusko Police Department,21,Local police department,MS,Attala,Kosciusko,39090,28007
Kosse Police Department,1,Local police department,TX,Limestone,Kosse,76653,48293
Kossuth County Sheriff's Office,9,Sheriff's office,IA,Kossuth,Algona,50511,19109
Kotzebue Police Dept.,9,Local police department,AK,Northwest Arctic,Kotzebue,99752,2188
Kountze Police Department,6,Local police department,TX,Hardin,Kountze,77625,48199
Kouts Police,4,Local police department,IN,Porter,Kouts,46347,18127
Krebs Police Department,7,Local police department,OK,Pittsburg,Krebs,74554,40121
Kremmling Police Department,4,Local police department,CO,Grand,Kremmling,80459,8049
Kress Police Department,1,Local police department,TX,Swisher,Kress,79052,48437
Kronenwetter Police Department,6,Local police department,WI,Marathon,Mosinee,54455,55073
Krotz Springs Police Department,4,Local police department,LA,St. Landry,Krotz Springs,70750,22097
Krugerville Police Department,4,Local police department,TX,Denton,Krugerville,76227,48121
Krum Police Department,8,Local police department,TX,Denton,Krum,76249,48121
Kulm Police Department,1,Local police department,ND,LaMoure,Kulm,58456,38045
Kulpmont Borough Police Department,1,Local police department,PA,Northumberland,Kulpmont,17834,42097
Kure Beach Police Department,10,Local police department,NC,New Hanover,Kure Beach,28449,37129
Kutztown Borough Police Department,11,Local police department,PA,Berks,Kutztown,19530,42011
Kutztown University of Pennsylvania,14,Special jurisdiction,PA,Berks,Kutztown,19530,42011
Kyle Police Department,24,Local police department,TX,Hays,Kyle,78640,48209
L'Anse Police Department,4,Local police department,MI,Baraga,L'Anse,49946,26013
La Center Police Department,1,Local police department,KY,Ballard,La Center,42056,21007
La Center Police Department,9,Local police department,WA,Clark,La Center,98629,53011
La Crescent Police Department,6,Local police department,MN,Houston,La Crescent,55947,27055
La Crosse County Sheriff's Office,43,Sheriff's office,WI,La Crosse,La Crosse,54601,55063
La Crosse Municipal Airport Police,4,Special jurisdiction,WI,La Crosse,La Crosse,54603,55063
La Crosse Police Department,4,Local police department,VA,Mecklenburg,Lacrosse,23950,51117
La Crosse Police Department,95,Local police department,WI,La Crosse,La Crosse,54601,55063
La Crosse Police Department,3,Local police department,KS,Rush,La Crosse,67548,20165
La Cygne Police Department,2,Local police department,KS,Linn,La Cygne,66040,20107
La Feria Police Department,13,Local police department,TX,Cameron,La Feria,78559,48061
La Grande Police Department,17,Local police department,OR,Union,La Grande,97850,41061
La Grange Park Police Dept,23,Local police department,IL,Cook,La Grange Park,60526,17031
La Grange Police Department,7,Local police department,NC,Lenoir,La Grange,28551,37107
La Grange Police Department,13,Local police department,KY,Oldham,La Grange,40031,21185
La Grange Police Department,9,Local police department,TX,Fayette,La Grange,78945,48149
La Grange Police Dept,27,Local police department,IL,Cook,La Grange,60525,17031
La Grulla Police Department,3,Local police department,TX,Starr,La Grulla,78548,48427
La Habra Police Department,68,Local police department,CA,Orange,La Habra,90631,6059
La Harpe Police Department,2,Local police department,KS,Allen,La Harpe,66751,20001
La Harpe Police Dept,4,Local police department,IL,Hancock,La Harpe,61450,17067
La Jara Police Department,4,Local police department,CO,Conejos,La Jara,81140,8021
La Joya I.S.D. Police Dept.,34,Special jurisdiction,TX,Hidalgo,La Joya,78560,48215
La Joya Police Department,-9,Local police department,TX,Hidalgo,La Joya,78560,48215
La Junta Police Department,14,Local police department,CO,Otero,La Junta,81050,8089
La Marque City Marshal's Office,1,Constable/marshal,TX,Galveston,La Marque,77568,48167
La Marque I.S.D. Police Dept.,8,Special jurisdiction,TX,Galveston,Lamarque,77568,48167
La Marque Police Department,28,Local police department,TX,Galveston,La Marque,77568,48167
La Mesa Police Department,63,Local police department,CA,San Diego,La Mesa,91941,6073
La Moille Police Dept,1,Local police department,IL,Bureau,La Moille,61330,17011
La Palma Police Department,24,Local police department,CA,Orange,La Palma,90623,6059
La Paz County Sheriff's Office,36,Sheriff's office,AZ,La Paz,Parker,85344,4012
La Plata County Sheriff's Office,90,Sheriff's office,CO,La Plata,Durango,81303,8067
La Plata Police Department,14,Local police department,MD,Charles,La Plata,20646,24017
La Plata Police Dept,-9,Local police department,MO,Macon,La Plata,63549,29121
La Pointe Police Department,2,Local police department,WI,Ashland,La Pointe,54850,55003
La Porte City Police Department,4,Local police department,IA,Black Hawk,La Porte City,50651,19013
La Porte County Sheriff's Office,58,Sheriff's office,IN,La Porte,La Porte,46350,18091
La Porte Police Department,72,Local police department,TX,Harris,La Porte,77571,48201
La Push Tribal Police Department,5,Local police department,WA,Clallam,La Push,98350,53009
La Salle County Constable Pct. 4,1,Constable/marshal,TX,La Salle,Cotulla,78014,48283
La Salle County Sheriff's Office,10,Sheriff's office,TX,La Salle,Cotulla,78014,48283
La Salle County Sheriff's Office,36,Sheriff's office,IL,La Salle,Ottawa,61350,17099
La Salle Parish Sheriff's Office,42,Sheriff's office,LA,La Salle,Jena,71342,22059
La Salle Police Department,6,Local police department,CO,Weld,La Salle,80645,8123
La Verne Police Department,46,Local police department,CA,Los Angeles,La Verne,91750,6037
La Vernia Police Department,6,Local police department,TX,Wilson,La Vernia,78121,48493
La Veta Marshal's Office,3,Local police department,CO,Huerfano,La Veta,81055,8055
La Villa Police Department,3,Local police department,TX,Hidalgo,La Villa,78562,48215
LaGrange County Sheriff's Office,18,Sheriff's office,IN,Lagrange,LaGrange,46761,18087
LaGrange Police,4,Local police department,IN,Lagrange,LaGrange,46761,18087
LaGrange Police Department,83,Local police department,GA,Troup,LaGrange,30241,13285
LaGrange Police Department,8,Local police department,MO,Lewis,LaGrange,63448,29111
LaGrange Police Department,6,Local police department,OH,Lorain,LaGrange,44050,39093
Labarge Police Department,2,Local police department,WY,Lincoln,Labarge,83123,56023
Labette County Sheriff's Office,18,Sheriff's office,KS,Labette,Oswego,67356,20099
Lac Courte Oreilles Tribal Police,7,Local police department,WI,Sawyer,Hayward,54843,55113
Lac Du Flambeau Tribal Dept of Conservation Tribal Police,8,Special jurisdiction,WI,Vilas,Lac Du Flambeau,54538,55125
Lac Du Flambeau Tribal Police,7,Local police department,WI,Vilas,Lac Du Flambeau,54538,55125
Lac Qui Parle County Sheriff's Office,5,Sheriff's office,MN,Lac Qui Parle,Madison,56256,27073
Lac Vieux Desert Tribal Police Department,7,Local police department,MI,Gogebic,Watersmeet,49969,26053
Lacey Police Department,53,Local police department,WA,Thurston,Lacey,98509,53067
Lacey Township Police,46,Local police department,NJ,Ocean,Forked River,8731,34029
Lackawanna County Detectives,12,Special jurisdiction,PA,Lackawanna,Scranton,18503,42069
Lackawanna County Sheriff's Office,30,Sheriff's office,PA,Lackawanna,Scranton,18503,42069
Lackawanna Police Department,47,Local police department,NY,Erie,Lackawanna,14218,36029
Laclede County Sheriff's Office,21,Sheriff's office,MO,Laclede,Lebanon,65536,29105
Lacon Police Dept,3,Local police department,IL,Marshall,Lacon,61540,17123
Laconia Police Department,38,Local police department,NH,Belknap,Laconia,3246,33001
Lacy Lakeview Police Department,13,Local police department,TX,McLennan,Waco,76715,48309
Ladd Police Dept,1,Local police department,IL,Bureau,Ladd,61329,17011
Ladoga Police,-9,Local police department,IN,Montgomery,Ladoga,47954,18107
Ladue Police Department,28,Local police department,MO,St. Louis,St Louis,63124,29189
Lady Lake Police Department,28,Local police department,FL,Lake,Lady Lake,32159,12069
Ladysmith Police Department,10,Local police department,WI,Rusk,Ladysmith,54848,55107
Lafayette County Sheriff's Office,30,Sheriff's office,MO,Lafayette,Lexington,64067,29107
Lafayette County Sheriff's Office,15,Sheriff's office,WI,Lafayette,Darlington,53530,55065
Lafayette County Sheriff's Office,7,Sheriff's office,AR,Lafayette,Lewisville,71845,5073
Lafayette County Sheriff's Office,25,Sheriff's office,MS,Lafayette,Oxford,38655,28071
Lafayette County Sheriff's Office,9,Sheriff's office,FL,Lafayette,Mayo,32066,12067
Lafayette Parish Sheriff's Office,367,Sheriff's office,LA,Lafayette,Lafayette,70501,22055
Lafayette Police,128,Local police department,IN,Tippecanoe,Lafayette,47901,18157
Lafayette Police Department,16,Local police department,TN,Macon,Lafayette,37083,47111
Lafayette Police Department,20,Local police department,GA,Walker,Lafayette,30728,13295
Lafayette Police Department,15,Local police department,AL,Chambers,Lafayette,36862,1017
Lafayette Police Department,243,Local police department,LA,Lafayette,Lafayette,70502,22055
Lafayette Police Department,38,Local police department,CO,Boulder,Lafayette,80026,8013
Laflin Borough Police Department,3,Local police department,PA,Luzerne,Wilkes Barre,18702,42079
Lafollette Police Department,22,Local police department,TN,Campbell,Lafollette,37766,47013
Lafontaine Police,1,Local police department,IN,Wabash,Lafontaine,46940,18169
Lafourche Parish Sheriff's Office,287,Sheriff's office,LA,Lafourche,Thibodaux,70302,22057
Lago Vista Police Department,16,Local police department,TX,Travis,Lago Vista,78645,48453
Lagrange Police Department,1,Local police department,TN,Fayette,Lagrange,38046,47047
Laguna Beach Police Department,46,Local police department,CA,Orange,Laguna Beach,92651,6059
Laguna Tribal Police Department,24,Local police department,NM,Cibola,Laguna,87026,35006
Laguna Vista Police Department,7,Local police department,TX,Cameron,Laguna Vista,78578,48061
Lahoma Police Dept,2,Local police department,OK,Garfield,Lahoma,73754,40047
Laingsburg Police Department,2,Local police department,MI,Shiawassee,Laingsburg,48848,26155
Lake Alfred Police Department,10,Local police department,FL,Polk,Lake Alfred,33850,12105
Lake Angelus Police Department,1,Local police department,MI,Oakland,Auburn Hills,48326,26125
Lake Arthur Police Department,5,Local police department,LA,Jefferson Davis,Lake Arthur,70549,22053
Lake Benton Police Department,1,Local police department,MN,Lincoln,Lake Benton,56149,27081
Lake Bluff Police Dept,17,Local police department,IL,Lake,Lake Bluff,60044,17097
Lake Charles Harbor Police,14,Special jurisdiction,LA,Calcasieu,Lake Charles,70602,22019
Lake Charles Police Department,153,Local police department,LA,Calcasieu,Lake Charles,70602,22019
Lake City Borough Police Department,-9,Local police department,PA,Erie,Lake City,16423,42049
Lake City Police Department,7,Local police department,TN,Anderson,Lake City,37769,47001
Lake City Police Department,4,Local police department,IA,Calhoun,Lake City,51449,19025
Lake City Police Department,39,Local police department,FL,Columbia,Lake City,32055,12023
Lake City Police Department,4,Local police department,AR,Craighead,Lake City,72437,5031
Lake City Police Department,21,Local police department,SC,Florence,Lake City,29560,45041
Lake City Police Department,10,Local police department,MN,Wabasha,Lake City,55041,27157
Lake City Police Department,16,Local police department,GA,Clayton,Lake City,30260,13063
Lake Clarke Shores Police Department,10,Local police department,FL,Palm Beach,Lake Clarke Shores,33406,12099
Lake Como Police,11,Local police department,NJ,Monmouth,Lake Como,7719,34025
Lake County Forest Preserve Police Dept,17,Special jurisdiction,IL,Lake,Wauconda,60084,17097
Lake County Sheriff's Office,16,Sheriff's office,MN,Lake,Two Harbors,55616,27075
Lake County Sheriff's Office,8,Sheriff's office,TN,Lake,Tiptonville,38079,47095
Lake County Sheriff's Office,61,Sheriff's office,CA,Lake,Lakeport,95453,6033
Lake County Sheriff's Office,9,Sheriff's office,CO,Lake,Leadville,80461,8065
